id,post,label
5096,instead of hate the rich its hate white men,1
5097,we may pardon our personal enemies but should never pardon traitors like sar geelani who by vomiting poison are acting as enemies of india,0
5098,bluelivesmatter white terrorist want to make this about race,0
5099,with fake diploma fake degree fake graduation degree indian can easily cheat merit base immigration,1
5100,theresa may writes exclusively for jewish news ill be your communitys champion via,1
5101,sure it is thats the polarizing issue the optics camp has only continued to splinter and divide over it which is what i expected to happen,0
5102,the world cried wolf bobby dear,0
5103,the white supremacy of ingesting whole milk via,0
5104,apparently you missed your own tweet that contradicts that which you said less than 10,0
5105,and fox news joins band wagon of jackals who condemn potus for what he didnt say still watch tucker then turn off,0
5106,trump cant even say i like white people i love white people but he can say it abo,0
5107,w feared news media israel bias trump just pandering to evangelicals is he giving israel rope to hang itself,0
5108,white genocide alert detroit the death of white civilisation more via,1
5109,a critical look at rush limbaugh the occidental observer,0
5110,rhode island governor-elect to rescind immigration enforcement order afire tcot p2,0
5111,these people are totally insane,0
5112,hey why do you support jihadist asking for a friend who denounces terrorist you cut his supp,0
5113,white house assails move to defund planned parenthood,0
5114,sorry to say but you can take the kid out of the ghetto but not the ghetto out of the kid no reason whatsoever to do what they did,1
5115,send them back to the countries they came from,1
5116,keeping jihadis at bay is more important than free speech,1
5117,holocaust debate comments news claude lanzmann just finnished this one a must for you all as it give,0
5118,was just in poland and its about as close to the ethnostate as you can get i think i could could cou,0
5119,women are not your slaves society changed and you are stuck in the failed philosophies of dead white men,0
5120,Why do you listen to Chinese music You dont even understand and they all look the same anyways,1
5121,is it because muhammad was a white man,1
5122,we dont need a wall more crimes are committed by hate from within so how about laws that protect us from white supremacists pigs,0
5123,how did blacks get to america in the first place hmmm by the way white population is shrinking cuz theyre killing themselves,1
5124,has announced the airing of garbage anti-white marxist propaganda on their platformdear white people cancel your subscription,0
5125,trumpkin thinking for sure funny,0
5126,yes i want clarification do you approve of hitler be honest,0
5127,the american people of all color and creed conquered the land american not black white or brown please stop being such a racist,0
5128,im never completely sure what people mean when they say altright and kind of starting to sour on the term im a right-winger,0
5129,im jewish support lgbtq rites guess ill be helping the gays take u 2 concentration camps,1
5130,dont let his last name fool you hes also a racist i know him and his friends they are bigoted racist fakes in life,0
5131,republicans think white supremacists are less dangerous than the news media the new nationalist,0
5132,there was a new york forum going on alongside the atlanta forum,0
5133,they need to lead the army in there and arrest anyone with gang tats clothes illegal fir,1
5134,get it thru your heads islam is not a race muslims are not in a struggle for civil rights,0
5135,rt anyone that wants to protect illegals from deportation should go with them,1
5136,How do you start an african rave Staple toast to the ceiling,1
5137,i have seen this woman on youtube she is fantastic and so knowledgeable on muslim history and their infestation of the western world,1
